City,State,Latitude,Longitude,Year,Month,NDVI,NDBI,NDWI,Elevation (m),LST (°C)
Kolkata,West Bengal,22.5675,88.37,2023,May,0.0164,0.049,-0.0058,6,37.2
Delhi,Delhi,28.66,77.23,2023,May,0.2419,0.0094,-0.3034,219,36.21
Chennai,Tamil Nādu,13.0825,80.275,2023,May,0.0331,0.2746,-0.0444,9,37.48
Bangalore,Karnātaka,12.9791,77.5913,2023,May,0.3305,-0.0419,-0.3447,924,32.85
Ahmedabad,Gujarāt,23.0219,72.5797,2023,May,0.3233,-0.0263,-0.3299,52,39.72
Pune,Mahārāshtra,18.5211,73.8553,2023,May,0.3962,-0.0319,-0.4145,554,39.28
Hyderabad,Telangāna,17.3617,78.4747,2023,May,0.115,0.0907,-0.2154,508,38.78
Surat,Gujarāt,21.205,72.84,2023,May,0.1482,0.1135,-0.2085,14,41.26
Prayagraj,Uttar Pradesh,25.45,81.85,2023,May,0.3388,0.0139,-0.3945,95,37.68
Kanpur,Gujarāt,24.285,72.6933,2023,May,0.4145,-0.0416,-0.4337,335,40.29
Kanpur,Uttar Pradesh,26.4725,80.3311,2023,May,0.0885,0.0734,-0.1593,132,37.86
Belahi,Bihār,25.7167,86.4,2023,May,0.5313,-0.1256,-0.5089,41,36.3
Vadodara,Gujarāt,22.3,73.2,2023,May,0.2475,0.0188,-0.2771,38,41.23
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2023,May,0.1197,0.0445,-0.1526,318,36.39
Lucknow,Uttar Pradesh,26.847,80.947,2023,May,0.0755,0.1021,-0.1377,115,38.17
Kannankulam,Kerala,10.4799,76.1131,2023,May,0.3867,-0.2094,-0.3603,13,29.72
Mahuakheraganj,Uttarākhand,29.13,78.95,2023,May,0.2452,-0.1047,-0.2653,222,32.31
Nagla,Uttarākhand,29.01,79.51,2023,May,0.4743,0.0364,-0.4767,227,34.48
Jaipur,Rājasthān,26.915,75.82,2023,May,0.1815,-0.0132,-0.1467,441,38.12
Kottarassheri,Kerala,10.6167,76.5333,2023,May,0.2919,0.0409,-0.2772,147,30.67
Attadappa,Kerala,11.85,75.4167,2023,May,0.52,-0.1621,-0.4859,37,34.7
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2023,May,0.5747,-0.0483,-0.6199,337,39.95
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2023,May,0.1912,0.1169,-0.287,305,42.96
Nagpur,Mahārāshtra,21.1497,79.0806,2023,May,0.3151,-0.0804,-0.3688,318,39.22
Guwahati,Assam,26.1806,91.7502,2023,May,0.0644,0.1848,-0.1053,57,33.17
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2023,May,0.2151,0.0252,-0.2571,211,37.41
Coimbatore,Tamil Nādu,11.0008,76.9633,2023,May,0.2847,0.0119,-0.3015,417,36.4
Patna,Bihār,25.61,85.1414,2023,May,0.1255,0.1304,-0.22,63,36.62
Rajkot,Gujarāt,22.2969,70.7984,2023,May,0.0394,0.0842,-0.0676,134,41.05
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2023,May,0.3298,0.0277,-0.3849,12,33.85
Indore,Madhya Pradesh,22.7186,75.855,2023,May,0.0449,0.1412,-0.19,553,40.44
Abhepur,Punjab,30.6667,76.8333,2023,May,0.1529,-0.0053,-0.2201,311,36.1
Gumanwala,Uttarākhand,29.9333,77.9,2023,May,0.3915,0.0735,-0.4188,277,32.27
Thane,Mahārāshtra,19.18,72.9633,2023,May,0.6283,-0.2266,-0.6041,14,36.18
Bhopal,Madhya Pradesh,23.25,77.4167,2023,May,0.0875,0.1084,-0.1411,512,36.74
Agra,Uttar Pradesh,27.18,78.02,2023,May,0.2271,0.1141,-0.3545,184,39.38
Peyanvilai,Tamil Nādu,8.5674,78.1046,2023,May,0.1892,0.0224,-0.2711,8,36.96
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2023,May,0.7013,-0.227,-0.6936,584,40.75
Harbatpur,Uttarākhand,30.45,77.73,2023,May,0.2139,0.0455,-0.3239,445,33.86
Saundhonwali,Uttarākhand,30.3331,77.9608,2023,May,0.0271,0.0873,-0.1107,612,33.5
Ludhiana,Punjab,30.9083,75.8486,2023,May,0.3216,-0.048,-0.3461,243,36.79
Meerut,Uttar Pradesh,28.98,77.7064,2023,May,0.0982,0.1197,-0.1582,228,38.32
Madurai,Tamil Nādu,9.9197,78.1194,2023,May,0.1191,0.2522,-0.3295,141,37.1
Nasik,Mahārāshtra,20.0,73.7833,2023,May,0.087,0.1316,-0.1521,588,39.44
Faridabad,Haryāna,28.4167,77.3,2023,May,0.2941,-0.0069,-0.3264,208,36.4
Madarpur,Bihār,26.227,84.6746,2023,May,0.1328,0.1004,-0.1977,69,38.54
Najafgarh,Delhi,28.6125,76.9847,2023,May,0.0603,0.0634,-0.1355,220,37.15
Jabalpur,Madhya Pradesh,23.1667,79.9333,2023,May,0.0966,0.091,-0.195,399,39.65
Madanpur,Uttarākhand,29.326,79.1537,2023,May,0.3579,0.0273,-0.3971,315,35.31
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2023,May,0.5583,-0.0557,-0.5459,383,35.23
Kalyan,Mahārāshtra,19.25,73.15,2023,May,0.1984,0.107,-0.2505,10,39.51
Asansol,West Bengal,23.6833,86.9667,2023,May,0.1128,0.1343,-0.2121,125,37.76
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2023,May,0.3804,-0.0431,-0.3833,27,35.3
Vasai-Virar,Mahārāshtra,19.47,72.8,2023,May,0.1895,0.1817,-0.2544,0,39.41
Varanasi,Uttar Pradesh,25.3189,83.0128,2023,May,0.1705,0.0962,-0.2606,78,37.78
Kalleli,Kerala,9.2,76.8833,2023,May,0.6071,-0.3286,-0.5601,133,27.93
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2023,May,0.1252,0.0628,-0.1425,1595,31.24
Aurangabad,Mahārāshtra,19.88,75.32,2023,May,0.3225,-0.0123,-0.3597,564,40.34
Dhanbad,Jhārkhand,23.7928,86.435,2023,May,0.4532,0.013,-0.4821,245,38.87
Amritsar,Punjab,31.6269,74.877,2023,May,0.0516,0.0578,-0.1302,234,38.14
Haora,West Bengal,22.58,88.3294,2023,May,0.015,0.0635,-0.0013,12,36.36
Ranchi,Jhārkhand,23.3556,85.3347,2023,May,0.3903,-0.045,-0.4034,643,39.23
Gwalior,Madhya Pradesh,26.2125,78.1775,2023,May,0.0628,0.1296,-0.1568,215,39.58
Jodhpur,Rājasthān,26.2944,73.0278,2023,May,0.1764,0.0428,-0.229,251,39.38
Chandigarh,Chandīgarh,30.7364,76.7883,2023,May,0.453,-0.0553,-0.4667,349,35.01
Raipur,Chhattīsgarh,21.2379,81.6337,2023,May,0.0687,0.114,-0.1316,309,38.12
Warangal,Telangāna,17.9756,79.6011,2023,May,0.0861,0.1372,-0.1103,269,37.86
Kota,Rājasthān,25.18,75.83,2023,May,0.1011,0.0269,-0.1416,230,39.22
Bareilly,Uttar Pradesh,28.364,79.415,2023,May,0.0865,0.1187,-0.1813,180,36.52
Solapur,Mahārāshtra,17.6703,75.9011,2023,May,0.1901,0.0707,-0.2365,474,40.09
Hubli,Karnātaka,15.3108,75.0925,2023,May,0.1664,0.1457,-0.2245,618,39.33
Mysore,Karnātaka,12.3086,76.6531,2023,May,0.058,0.1592,-0.1061,747,33.06
Trichinopoly,Tamil Nādu,10.8269,78.6928,2023,May,0.2155,-0.0115,-0.2226,74,36.67
Moradabad,Uttar Pradesh,28.8389,78.7769,2023,May,0.1623,0.0543,-0.2115,205,36.42
Tiruppur,Tamil Nādu,11.1075,77.3398,2023,May,0.077,-0.0949,-0.0394,305,36.55
Jamnagar,Gujarāt,22.47,70.07,2023,May,0.1927,0.0334,-0.2053,21,38.66
Gurgaon,Haryāna,28.4667,77.0333,2023,May,0.2036,-0.0443,-0.2602,224,37.48
Aligarh,Uttar Pradesh,27.88,78.08,2023,May,0.1972,0.0194,-0.2407,190,38.02
Jalandhar,Punjab,31.3256,75.5792,2023,May,0.1073,0.0866,-0.1751,242,38.06
Bhubaneshwar,Odisha,20.295,85.825,2023,May,0.1615,0.0161,-0.2305,47,35.31
Bhayandar,Mahārāshtra,19.3,72.85,2023,May,0.2347,0.119,-0.2812,9,38.97
Narela,Delhi,28.85,77.1,2023,May,0.5749,-0.1276,-0.5571,212,35.05
Shishgarh,Uttar Pradesh,28.72,79.32,2023,May,0.7223,-0.2748,-0.656,181,33.41
Thiruvananthapuram,Kerala,8.4875,76.9525,2023,May,0.0797,-0.165,-0.053,15,32.81
Dispur,Assam,26.15,91.77,2023,May,0.6947,-0.1986,-0.6118,116,34.58
Durgapur,West Bengal,23.55,87.32,2023,May,0.3115,0.0181,-0.3273,90,37.31
Bhiwandi,Mahārāshtra,19.3,73.0667,2023,May,0.0164,-0.1215,-0.0747,25,41.66
Saharanpur,Uttar Pradesh,29.964,77.546,2023,May,0.0807,0.0833,-0.19,280,35.34
Shiliguri,West Bengal,26.72,88.42,2023,May,0.199,0.0345,-0.2207,119,34.79
Avadi,Tamil Nādu,13.1147,80.1098,2023,May,0.2649,0.0408,-0.3005,32,37.78
Salem,Tamil Nādu,11.65,78.1667,2023,May,0.0865,0.0582,-0.2049,285,35.85
Jui,Uttarākhand,29.67,78.9098,2023,May,0.7798,-0.2169,-0.6896,890,29.36
Amaldu,Uttarākhand,29.9333,78.5333,2023,May,0.3505,0.0624,-0.3813,1406,28.83
Kimsar,Jammu and Kashmīr,34.5,74.5333,2023,May,0.4471,-0.3828,-0.4173,3058,14.55
Sinduri,Himāchal Pradesh,30.7167,77.15,2023,May,0.4979,-0.0614,-0.4791,943,28.81
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2023,May,0.0987,0.0839,-0.1626,84,38.57
Guntur,Andhra Pradesh,16.3,80.45,2023,May,0.1707,0.1142,-0.2362,34,39.24
Karaikandi,Assam,24.8309,92.6143,2023,May,0.6505,-0.2111,-0.5472,20,30.21
Mumbai,Mahārāshtra,19.0758,72.8775,2023,June,0.0719,0.0448,-0.1265,5,35.05
Kolkata,West Bengal,22.5675,88.37,2023,June,0.0445,0.0424,-0.1499,6,33.89
Delhi,Delhi,28.66,77.23,2023,June,0.2141,0.0364,-0.29,219,35.25
Chennai,Tamil Nādu,13.0825,80.275,2023,June,0.0851,0.0073,-0.0902,9,36.88
Bangalore,Karnātaka,12.9791,77.5913,2023,June,0.1932,-0.0716,-0.1695,924,29.71
Ahmedabad,Gujarāt,23.0219,72.5797,2023,June,0.3786,-0.1111,-0.3855,52,34.28
Pune,Mahārāshtra,18.5211,73.8553,2023,June,0.3525,-0.0249,-0.3476,554,35.3
Hyderabad,Telangāna,17.3617,78.4747,2023,June,0.0785,0.0804,-0.1489,508,37.84
Surat,Gujarāt,21.205,72.84,2023,June,0.1768,0.1035,-0.2501,14,37.35
Prayagraj,Uttar Pradesh,25.45,81.85,2023,June,0.3167,0.0093,-0.3586,95,38.72
Kanpur,Gujarāt,24.285,72.6933,2023,June,0.3797,-0.0255,-0.351,335,35.01
Kanpur,Uttar Pradesh,26.4725,80.3311,2023,June,0.087,0.088,-0.1427,132,37.94
Belahi,Bihār,25.7167,86.4,2023,June,0.5554,-0.1522,-0.5255,41,39.14
Vadodara,Gujarāt,22.3,73.2,2023,June,0.2113,-0.0105,-0.2378,38,36.79
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2023,June,0.0913,0.1091,-0.1561,318,38.31
Lucknow,Uttar Pradesh,26.847,80.947,2023,June,0.069,0.0959,-0.1379,115,40.14
Mahuakheraganj,Uttarākhand,29.13,78.95,2023,June,0.2395,-0.0628,-0.2616,222,35.15
Nagla,Uttarākhand,29.01,79.51,2023,June,0.3119,0.0783,-0.3741,227,39.37
Jaipur,Rājasthān,26.915,75.82,2023,June,0.4407,-0.0691,-0.4714,441,35.8
Attadappa,Kerala,11.85,75.4167,2023,June,0.6435,-0.2457,-0.5589,37,30.03
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2023,June,0.5302,-0.0186,-0.6309,337,39.6
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2023,June,0.1372,0.0322,-0.0093,305,42.08
Nagpur,Mahārāshtra,21.1497,79.0806,2023,June,0.328,-0.0689,-0.3574,318,39.72
Guwahati,Assam,26.1806,91.7502,2023,June,0.0582,0.1996,-0.0894,57,33.51
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2023,June,0.1671,0.0403,-0.2098,211,37.89
Coimbatore,Tamil Nādu,11.0008,76.9633,2023,June,0.2235,-0.0641,-0.2467,417,37.0
Patna,Bihār,25.61,85.1414,2023,June,0.0986,0.0989,-0.1634,63,38.76
Rajkot,Gujarāt,22.2969,70.7984,2023,June,0.0403,0.0772,-0.0636,134,36.48
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2023,June,0.1803,-0.0494,-0.0195,12,36.71
Indore,Madhya Pradesh,22.7186,75.855,2023,June,0.0351,0.1547,-0.1779,553,35.19
Abhepur,Punjab,30.6667,76.8333,2023,June,0.1644,0.006,-0.2143,311,36.82
Gumanwala,Uttarākhand,29.9333,77.9,2023,June,0.4515,0.0188,-0.468,277,36.02
Thane,Mahārāshtra,19.18,72.9633,2023,June,0.662,-0.2347,-0.6854,14,34.52
Bhopal,Madhya Pradesh,23.25,77.4167,2023,June,0.0103,0.1036,-0.0473,512,37.17
Agra,Uttar Pradesh,27.18,78.02,2023,June,0.1988,0.0847,-0.3135,184,38.61
Peyanvilai,Tamil Nādu,8.5674,78.1046,2023,June,0.1774,0.0875,-0.2713,8,39.35
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2023,June,0.6674,-0.2371,-0.6373,584,36.78
Harbatpur,Uttarākhand,30.45,77.73,2023,June,0.1842,0.0461,-0.2653,445,35.4
Saundhonwali,Uttarākhand,30.3331,77.9608,2023,June,0.0369,0.0804,-0.0992,612,35.26
Ludhiana,Punjab,30.9083,75.8486,2023,June,0.3407,-0.0522,-0.3463,243,39.04
Meerut,Uttar Pradesh,28.98,77.7064,2023,June,0.0684,0.1192,-0.1608,228,38.55
Madurai,Tamil Nādu,9.9197,78.1194,2023,June,0.1017,0.2691,-0.2586,141,39.46
Nasik,Mahārāshtra,20.0,73.7833,2023,June,0.076,0.1138,-0.1077,588,36.23
Faridabad,Haryāna,28.4167,77.3,2023,June,0.2809,-0.0161,-0.2913,208,36.27
Madarpur,Bihār,26.227,84.6746,2023,June,0.1067,0.1291,-0.1828,69,42.8
Najafgarh,Delhi,28.6125,76.9847,2023,June,0.0325,0.0714,-0.0908,220,37.9
Jabalpur,Madhya Pradesh,23.1667,79.9333,2023,June,0.084,0.0995,-0.1708,399,41.98
Madanpur,Uttarākhand,29.326,79.1537,2023,June,0.1183,0.0867,-0.2027,315,40.8
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2023,June,0.2897,0.0433,-0.3203,383,40.95
Kalyan,Mahārāshtra,19.25,73.15,2023,June,0.0337,-0.0813,0.0134,10,37.29
Asansol,West Bengal,23.6833,86.9667,2023,June,0.1068,0.1173,-0.1711,125,40.24
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2023,June,0.3642,-0.0599,-0.3483,27,36.19
Vasai-Virar,Mahārāshtra,19.47,72.8,2023,June,0.1606,0.1002,-0.2261,0,34.81
Varanasi,Uttar Pradesh,25.3189,83.0128,2023,June,0.1873,0.0735,-0.2384,78,39.3
Kalleli,Kerala,9.2,76.8833,2023,June,0.7274,-0.2898,-0.6343,133,27.31
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2023,June,0.1277,0.1549,-0.1534,1595,34.64
Aurangabad,Mahārāshtra,19.88,75.32,2023,June,0.316,-0.0763,-0.3098,564,38.34
Dhanbad,Jhārkhand,23.7928,86.435,2023,June,0.4472,-0.0901,-0.4732,245,39.53
Amritsar,Punjab,31.6269,74.877,2023,June,0.037,0.0624,-0.0947,234,36.74
Haora,West Bengal,22.58,88.3294,2023,June,0.1975,0.0726,-0.2682,12,34.43
Ranchi,Jhārkhand,23.3556,85.3347,2023,June,0.441,-0.0526,-0.4666,643,38.84
Gwalior,Madhya Pradesh,26.2125,78.1775,2023,June,0.0116,0.1603,-0.0875,215,37.67
Jodhpur,Rājasthān,26.2944,73.0278,2023,June,0.1231,0.0536,-0.1822,251,34.02
Chandigarh,Chandīgarh,30.7364,76.7883,2023,June,0.3735,-0.0303,-0.3856,349,36.35
Raipur,Chhattīsgarh,21.2379,81.6337,2023,June,0.0654,0.0935,-0.1207,309,39.96
Warangal,Telangāna,17.9756,79.6011,2023,June,0.0795,0.129,-0.1465,269,39.3
Kota,Rājasthān,25.18,75.83,2023,June,0.0768,0.0277,-0.1153,230,38.87
Bareilly,Uttar Pradesh,28.364,79.415,2023,June,0.0732,0.1296,-0.1643,180,39.43
Solapur,Mahārāshtra,17.6703,75.9011,2023,June,0.2172,0.0438,-0.2666,474,38.03
Hubli,Karnātaka,15.3108,75.0925,2023,June,0.0576,0.0697,-0.081,618,35.34
Mysore,Karnātaka,12.3086,76.6531,2023,June,0.1131,0.038,-0.144,747,32.43
Trichinopoly,Tamil Nādu,10.8269,78.6928,2023,June,0.2919,0.0461,-0.339,74,36.76
Moradabad,Uttar Pradesh,28.8389,78.7769,2023,June,0.1128,0.0703,-0.1954,205,39.57
Tiruppur,Tamil Nādu,11.1075,77.3398,2023,June,0.4219,-0.1122,-0.3779,305,36.93
Jamnagar,Gujarāt,22.47,70.07,2023,June,0.1563,0.0298,-0.1547,21,35.36
Gurgaon,Haryāna,28.4667,77.0333,2023,June,0.2342,-0.0593,-0.2838,224,36.73
Aligarh,Uttar Pradesh,27.88,78.08,2023,June,0.1811,0.0242,-0.2203,190,39.86
Jalandhar,Punjab,31.3256,75.5792,2023,June,0.1123,0.0701,-0.1502,242,37.77
Bhubaneshwar,Odisha,20.295,85.825,2023,June,0.1473,0.0582,-0.2151,47,37.34
Bhayandar,Mahārāshtra,19.3,72.85,2023,June,0.1906,0.0718,-0.2476,9,34.16
Narela,Delhi,28.85,77.1,2023,June,0.5506,-0.1003,-0.5498,212,37.01
Shishgarh,Uttar Pradesh,28.72,79.32,2023,June,0.4773,-0.0611,-0.4343,181,35.32
Thiruvananthapuram,Kerala,8.4875,76.9525,2023,June,-0.0173,-0.105,0.0491,15,28.91
Dispur,Assam,26.15,91.77,2023,June,0.6778,-0.1862,-0.5603,116,35.29
Durgapur,West Bengal,23.55,87.32,2023,June,0.3468,-0.0227,-0.361,90,36.89
Bhiwandi,Mahārāshtra,19.3,73.0667,2023,June,0.0476,-0.11,-0.1053,25,42.78
Saharanpur,Uttar Pradesh,29.964,77.546,2023,June,0.0731,0.0651,-0.1594,280,38.58
Shiliguri,West Bengal,26.72,88.42,2023,June,0.2609,-0.0007,-0.1466,119,35.51
Avadi,Tamil Nādu,13.1147,80.1098,2023,June,0.1773,0.0212,-0.1826,32,38.05
Salem,Tamil Nādu,11.65,78.1667,2023,June,0.0722,-0.086,-0.1973,285,38.08
Jui,Uttarākhand,29.67,78.9098,2023,June,0.7765,-0.2455,-0.6765,890,33.96
Amaldu,Uttarākhand,29.9333,78.5333,2023,June,0.2792,0.0865,-0.3458,1406,31.65
Kimsar,Jammu and Kashmīr,34.5,74.5333,2023,June,0.493,-0.0898,-0.4351,3058,18.91
Sinduri,Himāchal Pradesh,30.7167,77.15,2023,June,0.5259,-0.1373,-0.4993,943,30.02
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2023,June,0.091,0.0869,-0.1542,84,40.64
Guntur,Andhra Pradesh,16.3,80.45,2023,June,0.1356,0.119,-0.1731,34,39.55
Kolkata,West Bengal,22.5675,88.37,2023,July,-0.0301,0.0373,0.0292,6,27.51
Delhi,Delhi,28.66,77.23,2023,July,0.0135,-0.2511,0.0052,219,33.74
Chennai,Tamil Nādu,13.0825,80.275,2023,July,0.0879,0.1341,-0.0777,9,35.87
Prayagraj,Uttar Pradesh,25.45,81.85,2023,July,0.2722,-0.0625,-0.2369,95,37.51
Kanpur,Uttar Pradesh,26.4725,80.3311,2023,July,-0.0006,-0.0727,0.0169,132,36.33
Belahi,Bihār,25.7167,86.4,2023,July,0.721,-0.1934,-0.5691,41,32.39
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2023,July,0.0947,0.096,-0.1449,318,37.47
Kannankulam,Kerala,10.4799,76.1131,2023,July,0.1478,-0.1258,-0.1447,13,28.14
Attadappa,Kerala,11.85,75.4167,2023,July,0.4139,-0.2362,-0.3497,37,25.75
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2023,July,0.0913,0.0363,-0.0779,305,31.67
Nagpur,Mahārāshtra,21.1497,79.0806,2023,July,-0.0674,-0.055,0.0985,318,30.89
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2023,July,0.0586,-0.065,-0.0268,211,31.92
Coimbatore,Tamil Nādu,11.0008,76.9633,2023,July,0.1263,0.0139,-0.1142,417,36.29
Rajkot,Gujarāt,22.2969,70.7984,2023,July,0.0362,-0.0854,0.0225,134,28.89
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2023,July,0.2965,0.0798,-0.3185,12,31.25
Abhepur,Punjab,30.6667,76.8333,2023,July,0.2087,-0.0986,-0.0339,311,32.59
Bhopal,Madhya Pradesh,23.25,77.4167,2023,July,0.0397,0.0852,-0.0574,512,31.59
Agra,Uttar Pradesh,27.18,78.02,2023,July,0.1855,0.0012,-0.1179,184,35.31
Peyanvilai,Tamil Nādu,8.5674,78.1046,2023,July,0.1531,0.065,-0.2291,8,39.38
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2023,July,-0.003,-0.0942,0.0205,584,26.59
Harbatpur,Uttarākhand,30.45,77.73,2023,July,0.2466,-0.1286,-0.1925,445,28.43
Saundhonwali,Uttarākhand,30.3331,77.9608,2023,July,0.0359,0.038,-0.0966,612,31.85
Ludhiana,Punjab,30.9083,75.8486,2023,July,0.3475,-0.0597,-0.3203,243,31.37
Meerut,Uttar Pradesh,28.98,77.7064,2023,July,-0.0507,0.0251,0.0748,228,33.61
Madurai,Tamil Nādu,9.9197,78.1194,2023,July,0.1138,0.275,-0.2986,141,38.2
Faridabad,Haryāna,28.4167,77.3,2023,July,0.0268,-0.078,-0.0078,208,35.75
Madarpur,Bihār,26.227,84.6746,2023,July,-0.0364,0.0287,0.0781,69,34.87
Najafgarh,Delhi,28.6125,76.9847,2023,July,0.0119,-0.0336,-0.0188,220,38.23
Jabalpur,Madhya Pradesh,23.1667,79.9333,2023,July,0.0165,0.0381,0.0015,399,31.65
Madanpur,Uttarākhand,29.326,79.1537,2023,July,0.4286,-0.1153,-0.3616,315,31.42
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2023,July,0.7668,-0.1713,-0.6349,383,31.77
Asansol,West Bengal,23.6833,86.9667,2023,July,0.012,-0.1647,0.0373,125,31.22
Varanasi,Uttar Pradesh,25.3189,83.0128,2023,July,-0.0533,-0.0407,0.0749,78,34.58
Kalleli,Kerala,9.2,76.8833,2023,July,0.8848,-0.2674,-0.7926,133,26.7
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2023,July,0.0035,0.0519,-0.0198,1595,35.41
Dhanbad,Jhārkhand,23.7928,86.435,2023,July,0.0851,-0.0567,-0.0441,245,29.63
Amritsar,Punjab,31.6269,74.877,2023,July,-0.0205,0.0345,0.02,234,33.22
Haora,West Bengal,22.58,88.3294,2023,July,-0.0443,-0.1624,0.0803,12,17.6
Gwalior,Madhya Pradesh,26.2125,78.1775,2023,July,0.0145,-0.0329,0.0084,215,35.79
Jodhpur,Rājasthān,26.2944,73.0278,2023,July,0.1612,0.0608,-0.203,251,34.62
Chandigarh,Chandīgarh,30.7364,76.7883,2023,July,0.1617,-0.0845,-0.1339,349,30.85
Raipur,Chhattīsgarh,21.2379,81.6337,2023,July,0.0936,0.0526,-0.1163,309,30.73
Warangal,Telangāna,17.9756,79.6011,2023,July,0.0714,0.1582,-0.1294,269,33.27
Kota,Rājasthān,25.18,75.83,2023,July,-0.027,-0.0954,0.0542,230,32.45
Mysore,Karnātaka,12.3086,76.6531,2023,July,0.0047,-0.0349,-0.0073,747,31.03
Trichinopoly,Tamil Nādu,10.8269,78.6928,2023,July,-0.0525,0.0062,0.0583,74,37.48
Tiruppur,Tamil Nādu,11.1075,77.3398,2023,July,0.2936,-0.091,-0.2705,305,37.51
Jamnagar,Gujarāt,22.47,70.07,2023,July,-0.0246,-0.0822,0.07,21,29.26
Gurgaon,Haryāna,28.4667,77.0333,2023,July,0.1574,0.0008,-0.2088,224,36.67
Jalandhar,Punjab,31.3256,75.5792,2023,July,0.0998,0.0713,-0.0984,242,34.36
Narela,Delhi,28.85,77.1,2023,July,0.2123,-0.1736,-0.2109,212,32.58
Thiruvananthapuram,Kerala,8.4875,76.9525,2023,July,0.121,0.0176,-0.1623,15,26.84
Avadi,Tamil Nādu,13.1147,80.1098,2023,July,0.2131,-0.0249,-0.1893,32,36.17
Salem,Tamil Nādu,11.65,78.1667,2023,July,0.1062,-0.0261,-0.146,285,35.49
Jui,Uttarākhand,29.67,78.9098,2023,July,0.7956,-0.2498,-0.6547,890,29.33
Amaldu,Uttarākhand,29.9333,78.5333,2023,July,0.2954,-0.2164,-0.2268,1406,27.01
Kimsar,Jammu and Kashmīr,34.5,74.5333,2023,July,-0.0094,-0.1162,0.0336,3058,16.72
Sinduri,Himāchal Pradesh,30.7167,77.15,2023,July,0.4648,-0.1582,-0.3799,943,29.71
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2023,July,0.0141,-0.0522,0.047,84,37.83
Mumbai,Mahārāshtra,19.0758,72.8775,2023,August,0.0455,-0.0851,-0.0231,5,33.91
Kolkata,West Bengal,22.5675,88.37,2023,August,-0.0588,-0.1455,0.0783,6,35.69
Delhi,Delhi,28.66,77.23,2023,August,0.2331,0.0378,-0.307,219,31.62
Chennai,Tamil Nādu,13.0825,80.275,2023,August,0.0668,0.075,-0.04,9,38.22
Bangalore,Karnātaka,12.9791,77.5913,2023,August,0.2742,-0.0131,-0.2981,924,29.53
Ahmedabad,Gujarāt,23.0219,72.5797,2023,August,0.0976,-0.0561,-0.0912,52,31.69
Pune,Mahārāshtra,18.5211,73.8553,2023,August,-0.0735,-0.2402,0.1103,554,30.82
Hyderabad,Telangāna,17.3617,78.4747,2023,August,-0.0012,0.0123,0.0065,508,33.68
Surat,Gujarāt,21.205,72.84,2023,August,0.0115,-0.051,-0.0178,14,32.79
Prayagraj,Uttar Pradesh,25.45,81.85,2023,August,0.3877,-0.083,-0.2819,95,32.71
Kanpur,Gujarāt,24.285,72.6933,2023,August,0.3071,-0.0931,-0.3077,335,30.07
Kanpur,Uttar Pradesh,26.4725,80.3311,2023,August,0.0221,0.0018,-0.0265,132,35.46
Vadodara,Gujarāt,22.3,73.2,2023,August,-0.0694,-0.2262,0.156,38,32.67
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2023,August,0.0863,0.0851,-0.1522,318,40.34
Lucknow,Uttar Pradesh,26.847,80.947,2023,August,-0.063,-0.2067,0.1312,115,32.73
Kannankulam,Kerala,10.4799,76.1131,2023,August,0.5011,-0.2366,-0.4602,13,28.93
Mahuakheraganj,Uttarākhand,29.13,78.95,2023,August,0.2269,-0.0779,-0.2133,222,29.74
Nagla,Uttarākhand,29.01,79.51,2023,August,0.6351,-0.1828,-0.5554,227,29.43
Jaipur,Rājasthān,26.915,75.82,2023,August,0.4551,-0.0883,-0.4963,441,31.57
Kottarassheri,Kerala,10.6167,76.5333,2023,August,0.5619,-0.081,-0.5363,147,29.42
Attadappa,Kerala,11.85,75.4167,2023,August,0.2277,-0.1629,-0.1657,37,30.51
